u,x,f,h,A0prime,a4,v10,v6_old,v6_eq433,delta_v6
0.7145011252813203,1.3995779217370308,0.2891906261152639,0.4089291637312505,1.3995779217370306,0.1719436542128202,-3.218512088240037,31.51223081856816,2.4001403478135046,-29.112090470754655
0.7144748687171792,1.399629355467007,0.289210539455931,0.408806635234412,1.399629355467007,0.1719238112575657,-3.2106304867804134,31.424052856951054,2.401299463668143,-29.022753393282912
0.7144486121530382,1.3996807929774455,0.2892304598236133,0.408684183947717,1.3996807929774455,0.1719039807900302,-3.202800013963405,31.336443928283952,2.4024551166879857,-28.933988811595967
0.7144223555888972,1.3997322342687633,0.2892503872159215,0.4085618099425195,1.3997322342687633,0.1718841628303139,-3.1950132725852924,31.24932856138262,2.4036073276580545,-28.845721233724564
0.7143960990247562,1.3997836793413772,0.2892703216304628,0.4084395132900771,1.3997836793413772,0.1718643573985094,-3.187262974954702,31.16263243685909,2.404756113820263,-28.75787632303883
0.7143698424606151,1.399835128195704,0.2892902630648379,0.4083172940615511,1.3998351281957038,0.1718445645147009,-3.1795418310346277,31.07628129967145,2.4059014890031647,-28.670379810668287
0.7143435858964741,1.3998865808321608,0.2893102115166433,0.4081951523280061,1.3998865808321608,0.1718247841989652,-3.1718424106785137,30.9901995327132,2.4070434635632476,-28.58315606914995
0.714317329332333,1.3999380372511645,0.28933016698347,0.4080730881604084,1.3999380372511645,0.1718050164713702,-3.16415793781787,30.9043183490308,2.4081820443035453,-28.496136304727255
0.714291072768192,1.3999894974531324,0.2893501294629051,0.4079511016296225,1.3999894974531324,0.1717852613519754,-3.1564889609946016,30.81864303710531,2.409317236387438,-28.409325800717873
0.714264816204051,1.4000409614384817,0.2893700989525296,0.4078291928064194,1.400040961438482,0.1717655188608323,-3.14884148570179,30.733234207161573,2.410449046886267,-28.322785160275306
0.7142385596399099,1.4000924292076298,0.28939007544992,0.4077073617614704,1.4000924292076298,0.1717457890179841,-3.1412184263858776,30.64812116051353,2.4115774850694005,-28.23654367544413
0.7142123030757689,1.4001439007609937,0.2894100589526478,0.4075856085653484,1.4001439007609937,0.1717260718434655,-3.1336231731982807,30.56333795302008,2.4127025616096707,-28.15063539141041
0.7141860465116279,1.4001953760989907,0.2894300494582795,0.4074639332885287,1.4001953760989907,0.1717063673573027,-3.126058902772608,30.47891645644765,2.4138242887904355,-28.065092167657212
0.7141597899474869,1.4002468552220384,0.2894500469643764,0.4073423360013866,1.4002468552220386,0.1716866755795132,-3.1185291576153245,30.39489221633369,2.414942680481854,-27.979949535851837
0.7141335333833458,1.4002983381305545,0.2894700514684955,0.4072208167741984,1.4002983381305545,0.1716669965301062,-3.111035921886454,30.31128495152659,2.416057752059263,-27.895227199467328
0.7141072768192047,1.4003498248249564,0.2894900629681882,0.4070993756771429,1.4003498248249564,0.171647330229082,-3.1035763137674497,30.22806516640625,2.4171695186576554,-27.810895647748595
0.7140810202550637,1.4004013153056616,0.2895100814610006,0.4069780127803016,1.4004013153056616,0.1716276766964329,-3.0961478872133648,30.145207791769497,2.418277993920812,-27.726929797848683
0.7140547636909227,1.400452809573088,0.2895301069444748,0.406856728153651,1.4004528095730877,0.1716080359521413,-3.088750840290632,30.062714623336888,2.4193831910200094,-27.643331432316877
0.7140285071267817,1.4005043076276529,0.2895501394161477,0.4067355218670719,1.400504307627653,0.1715884080161815,-3.081384957739129,29.98058302477701,2.4204851232413684,-27.56009790153564
0.7140022505626407,1.4005558094697743,0.2895701788735505,0.4066143939903477,1.4005558094697743,0.1715687929085191,-3.0740500053678934,29.89881040909324,2.421583803708157,-27.477226605385084
0.7139759939984995,1.400607315099871,0.2895902253142104,0.4064933445931563,1.4006073150998708,0.1715491906491102,-3.0667461824531057,29.817398517420493,2.422679245588361,-27.39471927183213
0.7139497374343585,1.4006588245183595,0.2896102787356492,0.4063723737450802,1.4006588245183595,0.1715296012579025,-3.059471236547934,29.736324245071003,2.4237714616740638,-27.31255278339694
0.7139234808702175,1.4007103377256584,0.2896303391353839,0.4062514815155991,1.4007103377256584,0.171510024754834,-3.0522220758919008,29.655556184602776,2.42486046327497,-27.230695721327805
0.7138972243060765,1.4007618547221858,0.2896504065109263,0.4061306679740943,1.4007618547221856,0.1714904611598342,-3.045000507525894,29.575112239994464,2.4259462613249414,-27.149165978669522
0.7138709677419355,1.4008133755083596,0.2896704808597836,0.4060099331898472,1.4008133755083596,0.1714709104928236,-3.0378101935387543,29.495029077125874,2.427028868257255,-27.068000208868618
0.7138447111777945,1.4008649000845983,0.2896905621794577,0.4058892772320363,1.4008649000845983,0.1714513727737127,-3.030654393481349,29.415339249649467,2.428108298159647,-26.98723095148982
0.7138184546136533,1.40091642845132,0.2897106504674464,0.4057687001697396,1.40091642845132,0.1714318480224032,-3.023536551447454,29.33607712680265,2.429184566746341,-26.90689256005631
0.7137921980495123,1.400967960608943,0.2897307457212414,0.4056482020719363,1.4009679606089431,0.1714123362587878,-3.016459775587736,29.257273618692885,2.4302576912509073,-26.827015927441977
0.7137659414853713,1.4010194965578855,0.2897508479383301,0.4055277830075044,1.4010194965578855,0.1713928375027495,-3.0094289279630098,29.178977379470425,2.4313276909038173,-26.747649688566607
0.7137396849212303,1.401071036298566,0.2897709571161952,0.4054074430452193,1.4010710362985657,0.1713733517741619,-3.00244364853008,29.1011844180382,2.4323945862725007,-26.6687898317657
0.7137134283570893,1.4011225798314029,0.2897910732523139,0.4052871822537558,1.4011225798314029,0.1713538790928893,-2.995497811756386,29.02383260434378,2.433458396236068,-26.59037420810771
0.7136871717929482,1.401174127156815,0.289811196344159,0.4051670007016868,1.401174127156815,0.1713344194787861,-2.988584765302253,28.9468545959316,2.434519136485626,-26.512335459445975
0.7136609152288071,1.4012256782752206,0.2898313263891982,0.4050468984574844,1.4012256782752204,0.1713149729516976,-2.9816979606422334,28.87018414635976,2.435576819591742,-26.43460732676802
0.7136346586646661,1.4012772331870385,0.2898514633848941,0.4049268755895189,1.4012772331870385,0.1712955395314593,-2.9748308665349303,28.79375524142116,2.436631455041028,-26.357123786380132
0.7136084021005251,1.4013287918926876,0.2898716073287047,0.4048069321660574,1.401328791892687,0.1712761192378968,-2.967976843082187,28.717500869113795,2.4376830490693786,-26.279817820044418
0.7135821455363841,1.4013803543925862,0.289891758218083,0.4046870682552666,1.4013803543925862,0.1712567120908262,-2.96113467930965,28.64140866277536,2.438731605807015,-26.202677056968344
0.7135558889722431,1.4014319206871535,0.289911916050477,0.4045672839252098,1.4014319206871535,0.1712373181100537,-2.954309741592688,28.565532440749838,2.4397771306438654,-26.125755310105973
0.713529632408102,1.4014834907768088,0.2899320808233303,0.4044475792438466,1.4014834907768088,0.1712179373153753,-2.9475049509857705,28.489901408257783,2.4408196311148527,-26.04908177714293
0.713503375843961,1.4015350646619704,0.2899522525340808,0.404327954279038,1.4015350646619704,0.171198569726578,-2.940723287418332,28.41454530428637,2.4418591160561216,-25.97268618823025
0.7134771192798199,1.4015866423430576,0.2899724311801622,0.404208409098539,1.4015866423430576,0.1711792153634378,-2.9339676558300125,28.339493145046493,2.442895595749933,-25.89659754929656
0.7134508627156789,1.4016382238204894,0.289992616759003,0.4040889437700014,1.4016382238204892,0.1711598742457211,-2.9272411233617315,28.26477545512945,2.44392908190303,-25.82084637322642
0.7134246061515379,1.401689809094685,0.2900128092680266,0.4039695583609778,1.401689809094685,0.1711405463931847,-2.920546082146939,28.19041604646055,2.444959587663522,-25.74545645879703
0.7133983495873968,1.4017413981660638,0.2900330087046522,0.4038502529389141,1.4017413981660638,0.1711212318255745,-2.913880519992325,28.116394372328287,2.4459871263071253,-25.670407246021163
0.7133720930232558,1.4017929910350448,0.2900532150662935,0.4037310275711544,1.4017929910350448,0.1711019305626267,-2.907241761866465,28.042683312689707,2.447011709777102,-25.595671602912606
0.7133458364591148,1.4018445877020476,0.2900734283503596,0.4036118823249394,1.4018445877020478,0.1710826426240671,-2.900629965188244,27.969284167909912,2.4480333494403808,-25.521250818469532
0.7133195798949737,1.4018961881674914,0.2900936485542549,0.4034928172674046,1.4018961881674912,0.171063368029611,-2.89404493080465,27.896194713539845,2.4490520567552343,-25.44714265678461
0.7132933233308327,1.4019477924317956,0.2901138756753787,0.4033738324655834,1.4019477924317956,0.1710441067989637,-2.8874864943395164,27.82341295464588,2.450067843063438,-25.373345111582445
0.7132670667666916,1.4019994004953802,0.2901341097111253,0.4032549279864055,1.4019994004953802,0.17102485895182,-2.8809547874170285,27.750940031692835,2.451080719743018,-25.299859311949817
0.7132408102025506,1.4020510123586645,0.2901543506588843,0.4031361038966963,1.4020510123586645,0.1710056245078641,-2.874448243694189,27.678759944238085,2.452090697906287,-25.2266692463318
0.7132145536384096,1.4021026280220676,0.290174598516041,0.4030173602631753,1.4021026280220676,0.1709864034867696,-2.8679638166490355,27.606841973549248,2.4530977874233773,-25.15374418612587
0.7131882970742686,1.40215424748601,0.2901948532799749,0.4028986971524606,1.4021542474860098,0.1709671959082,-2.861502670218864,27.535197471452143,2.4541019976184035,-25.08109547383374
0.7131620405101275,1.4022058707509113,0.290215114948061,0.402780114631064,1.4022058707509113,0.1709480017918076,-2.85506816382214,27.46385993495366,2.455103339039514,-25.008756595914146
0.7131357839459864,1.4022574978171911,0.2902353835176701,0.4026616127653916,1.4022574978171911,0.1709288211572342,-2.8486632463174657,27.39285858900334,2.4561018237950805,-24.93675676520826
0.7131095273818454,1.4023091286852696,0.2902556589861674,0.402543191621748,1.4023091286852694,0.1709096540241111,-2.842291047000023,27.322224481746893,2.457097465481351,-24.865127016265543
0.7130832708177044,1.4023607633555664,0.2902759413509131,0.4024248512663306,1.4023607633555664,0.1708905004120587,-2.8359543655282007,27.251985314269916,2.458090279048664,-24.79389503522125
0.7130570142535634,1.4024124018285018,0.2902962306092635,0.4023065917652326,1.4024124018285018,0.1708713603406864,-2.8296575672542392,27.182184490910046,2.4590802812483368,-24.72310420966171
0.7130307576894224,1.4024640441044955,0.2903165267585696,0.4021884131844404,1.4024640441044955,0.1708522338295926,-2.823400854884135,27.112823730096693,2.4600674901929236,-24.65275623990377
0.7130045011252812,1.4025156901839686,0.2903368297961774,0.4020703155898356,1.4025156901839684,0.1708331208983649,-2.817178880021625,27.04384913028186,2.461051922629496,-24.582797207652362
0.7129782445611402,1.4025673400673402,0.2903571397194279,0.401952299047199,1.40256734006734,0.1708140215665804,-2.8109856098262105,26.975200038198928,2.4620335924427716,-24.513166445756156
0.7129519879969992,1.402618993755031,0.2903774565256579,0.4018343636221989,1.402618993755031,0.1707949358538042,-2.804815137136833,26.906817120850384,2.463012510662616,-24.44380461018777
0.7129257314328582,1.4026706512474614,0.2903977802121993,0.4017165093804004,1.4026706512474614,0.1707758637795908,-2.7986615799596466,26.838641333240886,2.4639886855401802,-24.374652647700707
0.7128994748687172,1.402722312545052,0.2904181107763788,0.4015987363872628,1.4027223125450514,0.1707568053634831,-2.792518906048972,26.7706121671954,2.464962122367809,-24.30565004482759
0.7128732183045761,1.4027739776482226,0.2904384482155185,0.4014810447081409,1.402773977648223,0.1707377606250135,-2.786385828659954,26.70271663108434,2.465932824453964,-24.236783806630374
0.712846961740435,1.4028256465573945,0.290458792526936,0.4013634344082806,1.4028256465573945,0.1707187295837024,-2.78026714721612,26.635002553349647,2.4669007962038365,-24.16810175714581
0.712820705176294,1.4028773192729875,0.2904791437079433,0.4012459055528244,1.4028773192729873,0.1706997122590594,-2.7741655517927035,26.567496639531807,2.467866043963851,-24.099630595567955
0.712794448612153,1.402928995795423,0.2904995017558484,0.401128458206806,1.402928995795423,0.1706807086705823,-2.768083727974416,26.50022556615209,2.468828575277795,-24.031396990874295
0.712768192048012,1.4029806761251211,0.2905198666679542,0.4010110924351541,1.402980676125121,0.1706617188377578,-2.762024308603422,26.43321544562433,2.469788399006587,-23.963427046617745
0.7127419354838709,1.403032360262503,0.290540238441559,0.4008938083026874,1.4030323602625032,0.1706427427800604,-2.7559900667487605,26.366493770571463,2.4707455252987662,-23.895748245272696
0.7127156789197299,1.4030840482079892,0.2905606170739563,0.40077660587412,1.4030840482079894,0.1706237805169535,-2.749983137964039,26.300081591292187,2.4716999656176215,-23.828381625674567
0.7126894223555889,1.4031357399620006,0.2905810025624344,0.400659485214061,1.4031357399620008,0.1706048320678892,-2.7440016709503303,26.23396018122268,2.472651731532171,-23.76130844969051
0.7126631657914478,1.4031874355249585,0.2906013949042771,0.4005424463870112,1.4031874355249585,0.1705858974523078,-2.7380433399123767,26.16810610389841,2.4736008333889576,-23.694505270509453
0.7126369092273068,1.4032391348972837,0.2906217940967637,0.400425489457361,1.4032391348972837,0.1705669766896372,-2.7321082921230246,26.10252064748134,2.474547281047612,-23.62797336643373
0.7126106526631658,1.403290838079397,0.2906422001371686,0.4003086144893947,1.403290838079397,0.1705480697992939,-2.726196366237297,26.037201904624578,2.4754910844758955,-23.561710820148683
0.7125843960990247,1.40334254507172,0.2906626130227611,0.4001918215472924,1.40334254507172,0.170529176800683,-2.7203074038571096,25.972148106923065,2.4764322535035173,-23.495715853419547
0.7125581395348837,1.4033942558746737,0.2906830327508059,0.4000751106951243,1.4033942558746737,0.1705102977131976,-2.714441555706932,25.90736054819318,2.4773707980117528,-23.429989750181427
0.7125318829707427,1.4034459704886793,0.2907034593185633,0.3999584819968493,1.4034459704886793,0.1704914325562178,-2.708597216288672,25.84282303132824,2.478306727613784,-23.364516303714456
0.7125056264066016,1.4034976889141582,0.2907238927232888,0.3998419355163226,1.4034976889141582,0.1704725813491128,-2.7027717871240737,25.77850943768682,2.4792400507581434,-23.299269386928678
0.7124793698424606,1.4035494111515316,0.2907443329622324,0.3997254713172914,1.4035494111515316,0.1704537441112396,-2.6969666035387267,25.71443289696612,2.480170775510285,-23.234262121455835
0.7124531132783195,1.4036011372012216,0.2907647800326404,0.3996090894633916,1.4036011372012218,0.1704349208619427,-2.6911846963016424,25.650623380605623,2.4810989111384965,-23.169524469467127
0.7124268567141785,1.4036528670636488,0.2907852339317535,0.3994927900181531,1.403652867063649,0.1704161116205547,-2.6854287601943034,25.58710745573851,2.4820244683162422,-23.105082987422268
0.7124006001500375,1.4037046007392353,0.2908056946568086,0.3993765730449949,1.4037046007392355,0.1703973164063957,-2.679701633836713,25.52391313735392,2.4829474590702585,-23.040965678283662
0.7123743435858965,1.4037563382284026,0.290826162205037,0.3992604386072297,1.4037563382284026,0.1703785352387738,-2.674005904077514,25.46106582730424,2.483867896687118,-22.97719793061712
0.7123480870217554,1.4038080795315726,0.2908466365736658,0.3991443867680598,1.4038080795315724,0.1703597681369845,-2.6683455658076456,25.39860505398468,2.4847857961365323,-22.91381925784815
0.7123218304576144,1.4038598246491667,0.2908671177599169,0.39902841759058,1.4038598246491665,0.1703410151203113,-2.6627201285317104,25.336525638964638,2.4857011734498635,-22.850824465514773
0.7122955738934733,1.403911573581607,0.2908876057610082,0.3989125311377738,1.403911573581607,0.1703222762080247,-2.6571244931218696,25.27477658186421,2.4866140431698174,-22.788162538694394
0.7122693173293323,1.4039633263293154,0.2909081005741521,0.3987967274725192,1.4039633263293154,0.1703035514193834,-2.651553249372088,25.213303842288692,2.487524417202123,-22.725779425086568
0.7122430607651913,1.4040150828927134,0.2909286021965567,0.3986810066575815,1.4040150828927132,0.1702848407736331,-2.6460010473971165,25.152054034217127,2.4884323048732444,-22.66362172934388
0.7122168042010503,1.4040668432722236,0.2909491106254255,0.3985653687556162,1.4040668432722236,0.1702661442900065,-2.640462505793971,25.09097349468616,2.489337712942668,-22.601635781743493
0.7121905476369093,1.4041186074682677,0.2909696258579572,0.3984498138291718,1.404118607468268,0.1702474619877245,-2.63493241872354,25.030010355216397,2.490240645509076,-22.539769709707322
0.7121642910727681,1.4041703754812682,0.2909901478913456,0.3983343419406862,1.404170375481268,0.1702287938859948,-2.629410605290028,24.96916269504717,2.491141105209369,-22.4780215898378
0.7121380345086271,1.4042221473116467,0.2910106767227798,0.3982189531524863,1.404222147311647,0.1702101400040123,-2.623901489826564,24.90847436785221,2.492039095927014,-22.416435271925195
0.7121117779444861,1.404273922959826,0.2910312123494448,0.3981036475267884,1.404273922959826,0.170191500360959,-2.6184073076940817,24.84796739198305,2.4929346232778093,-22.355032768705243
0.7120855213803451,1.404325702426228,0.2910517547685202,0.3979884251257022,1.404325702426228,0.1701728749760045,-2.612930551285213,24.78766638799549,2.4938276939358364,-22.29383869405965
0.7120592648162041,1.4043774857112756,0.2910723039771813,0.3978732860112237,1.4043774857112756,0.1701542638683049,-2.607473578003641,24.72759457982036,2.49471831576331,-22.232876264057047
0.712033008252063,1.4044292728153909,0.291092859972599,0.3977582302452378,1.4044292728153909,0.1701356670570032,-2.6020390046237645,24.667777780482336,2.495606497838491,-22.172171282643845
0.7120067516879219,1.4044810637389964,0.2911134227519389,0.3976432578895209,1.4044810637389962,0.1701170845612297,-2.5966282123734383,24.608229445376264,2.496492250346037,-22.111737195030226
0.7119804951237809,1.4045328584825143,0.2911339923123622,0.3975283690057403,1.4045328584825143,0.170098516400102,-2.5912390471442808,24.548928006036785,2.497375583248247,-22.05155242278854
0.7119542385596399,1.4045846570463685,0.2911545686510254,0.3974135636554492,1.404584657046368,0.1700799625927237,-2.5858699481485075,24.48985780063373,2.4982565054341026,-21.991601295199626
0.7119279819954989,1.40463645943098,0.2911751517650809,0.39729884190009,1.4046364594309804,0.1700614231581854,-2.58052106088104,24.43102007964394,2.4991350255288682,-21.93188505411507
0.7119017254313578,1.4046882656367727,0.2911957416516755,0.397184203800997,1.4046882656367727,0.1700428981155649,-2.575192251510308,24.37241329408732,2.5000111522292037,-21.872402141858117
0.7118754688672168,1.4047400756641693,0.2912163383079517,0.3970696494193919,1.4047400756641693,0.1700243874839264,-2.569883366151474,24.31403577486058,2.5008848940896256,-21.813150880770955
0.7118492123030757,1.4047918895135922,0.2912369417310476,0.3969551788163827,1.4047918895135918,0.1700058912823203,-2.5645945577418034,24.255888841351087,2.5017562597570184,-21.754132581594067
0.7118229557389347,1.4048437071854647,0.2912575519180971,0.3968407920529679,1.4048437071854647,0.169987409529784,-2.5593237209166726,24.19795146902469,2.5026252574538015,-21.69532621157089
0.7117966991747937,1.4048955286802096,0.2912781688662282,0.396726489190036,1.4048955286802098,0.1699689422453416,-2.5540691068971184,24.140206165832243,2.50349189428283,-21.636714271549412
0.7117704426106526,1.4049473539982509,0.2912987925725653,0.3966122702883612,1.4049473539982509,0.1699504894480033,-2.548832719465514,24.08267262026871,2.504356177399717,-21.578316442868992
0.7117441860465116,1.40499918314001,0.2913194230342273,0.3964981354086081,1.40499918314001,0.1699320511567658,-2.543617198371052,24.025376735174635,2.5052181152325836,-21.520158619942052
0.7117179294823706,1.405051016105911,0.2913400602483295,0.3963840846113276,1.405051016105911,0.1699136273906121,-2.5384250521571303,23.96834313588052,2.5060777174474467,-21.462265418433073
0.7116916729182295,1.4051028528963776,0.291360704211982,0.3962701179569582,1.4051028528963776,0.1698952181685115,-2.533258821578957,23.911596704353855,2.50693499495286,-21.404661709400994
0.7116654163540885,1.4051546935118326,0.2913813549222905,0.3961562355058278,1.4051546935118324,0.1698768235094197,-2.528121106993701,23.855162905815625,2.507789959861812,-21.347372945953815
0.7116391597899474,1.4052065379526997,0.2914020123763558,0.3960424373181498,1.4052065379526997,0.169858443432278,-2.52301521299912,23.799074198719868,2.508642625863264,-21.290431572856605
0.7116129032258064,1.4052583862194017,0.2914226765712745,0.3959287234540266,1.4052583862194017,0.1698400779560145,-2.517939154364935,23.74331069909886,2.5094930071138775,-21.23381769198498
0.7115866466616654,1.4053102383123628,0.291443347504138,0.3958150939734495,1.4053102383123628,0.1698217270995433,-2.5128879426634443,23.687822852771973,2.510341115898298,-21.177481736873673
0.7115603900975244,1.405362094232006,0.2914640251720335,0.3957015489362956,1.4053620942320062,0.1698033908817644,-2.5078567233926337,23.632562527133604,2.51118696205286,-21.121375565080744
0.7115341335333834,1.4054139539787551,0.2914847095720437,0.3955880884023277,1.4054139539787551,0.1697850693215634,-2.5028406567130297,23.57748169299392,2.5120305531114013,-21.06545113988252
0.7115078769692422,1.4054658175530346,0.2915054007012466,0.395474712431198,1.4054658175530346,0.1697667624378125,-2.497834680531592,23.522530245974806,2.5128718941873,-21.009658351787508
0.7114816204051012,1.405517684955267,0.2915260985567156,0.395361421082444,1.4055176849552673,0.169748470249369,-2.4928349495364395,23.46767012029004,2.5137109880720234,-20.953959132218017
0.7114553638409602,1.405569556185877,0.2915468031355196,0.3952482144154898,1.4055695561858768,0.1697301927750764,-2.4878432181474484,23.41291848160668,2.5145478370299794,-20.8983706445767
0.7114291072768192,1.405621431245288,0.2915675144347225,0.3951350924896492,1.405621431245288,0.1697119300337642,-2.4828630601342336,23.358310524212374,2.5153824448406557,-20.842928079371717
0.7114028507126782,1.4056733101339238,0.2915882324513841,0.3950220553641195,1.405673310133924,0.1696936820442473,-2.4778964277375826,23.30386542216898,2.5162148166295797,-20.787650605539397
0.711376594148537,1.4057251928522092,0.2916089571825598,0.3949091030979842,1.4057251928522094,0.1696754488253259,-2.4729456119830258,23.249605612118,2.5170449585254357,-20.732560653592564
0.711350337584396,1.4057770794005675,0.2916296886252998,0.3947962357502157,1.4057770794005675,0.1696572303957864,-2.4680127399414915,23.195551962760945,2.5178728777312265,-20.67767908502972
0.711324081020255,1.405828969779423,0.2916504267766504,0.3946834533796698,1.4058289697794233,0.1696390267744003,-2.463100240822947,23.141728246797392,2.5186985826108135,-20.62302966418658
0.711297824456114,1.4058808639892002,0.2916711716336528,0.3945707560450899,1.4058808639892002,0.1696208379799248,-2.4582082026423384,23.088135168868565,2.5195220822517226,-20.568613086616843
0.711271567891973,1.405932762030323,0.2916919231933442,0.3944581438051043,1.4059327620303232,0.1696026640311021,-2.4533342522136787,23.03474913224382,2.520343385059171,-20.51440574718465
0.711245311327832,1.405984663903216,0.2917126814527565,0.3943456167182306,1.405984663903216,0.1695845049466607,-2.4484779078821086,22.981565228770545,2.521162498672386,-20.46040273009816
0.7112190547636908,1.4060365696083037,0.2917334464089178,0.3942331748428663,1.4060365696083037,0.1695663607453132,-2.44363915576164,22.92858317241519,2.5219794306859424,-20.40660374172925
0.7111927981995498,1.4060884791460098,0.2917542180588512,0.3941208182372998,1.4060884791460098,0.1695482314457585,-2.438817910448719,22.87580192920603,2.5227941886946863,-20.353007740511345
0.7111665416354088,1.4061403925167593,0.2917749963995754,0.3940085469597042,1.4061403925167593,0.1695301170666805,-2.43401411117675,22.823220772636635,2.523606780230769,-20.299613992405867
0.7111402850712678,1.4061923097209768,0.2917957814281047,0.3938963610681332,1.4061923097209772,0.1695120176267473,-2.42922748686128,22.770836861356848,2.524417212840696,-20.246419648516152
0.7111140285071268,1.406244230759087,0.291816573141449,0.3937842606205308,1.4062442307590872,0.1694939331446132,-2.424455561241961,22.71862568845097,2.5252254933524396,-20.19340019509853
0.7110877719429858,1.4062961556315146,0.2918373715366135,0.3936722456747236,1.4062961556315143,0.1694758636389171,-2.4196980704419926,22.66658451485597,2.526031627779641,-20.14055288707633
0.7110615153788447,1.4063480843386842,0.2918581766105984,0.3935603162884247,1.4063480843386844,0.1694578091282827,-2.414957514454644,22.61473776537277,2.526835622769427,-20.087902142603344
0.7110352588147036,1.4064000168810205,0.2918789883604003,0.3934484725192319,1.406400016881021,0.1694397696313192,-2.410236151868151,22.563107495699345,2.5276374862050597,-20.035470009494286
0.7110090022505626,1.4064519532589486,0.2918998067830106,0.3933367144246271,1.4064519532589486,0.1694217451666202,-2.4055363576840856,22.511716862864915,2.528437227102595,-19.98327963576232
0.7109827456864216,1.4065038934728933,0.2919206318754164,0.3932250420619765,1.4065038934728933,0.1694037357527641,-2.400860301075808,22.46058698459809,2.5292348555507993,-19.93135212904729
0.7109564891222806,1.4065558375232798,0.2919414636346006,0.3931134554885321,1.4065558375232796,0.1693857414083144,-2.396211047174565,22.409747773610103,2.530030382946902,-19.879717390663203
0.7109302325581395,1.4066077854105332,0.2919623020575413,0.3930019547614302,1.4066077854105334,0.1693677621518192,-2.391589921205337,22.359212052474632,2.530823821949351,-19.82838823052528
0.7109039759939985,1.4066597371350784,0.2919831471412118,0.3928905399376914,1.4066597371350784,0.1693497980018112,-2.386993423598496,22.308945234376548,2.5316151846538255,-19.77733004972272
0.7108777194298574,1.4067116926973406,0.2920039988825819,0.3927792110742174,1.4067116926973409,0.1693318489768073,-2.382416956920691,22.258901973697487,2.5324044810431046,-19.72649749265438
